Sector,Description,Sector_sub,name_sub
42,Wholesale Trade,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers
42,Wholesale Trade,424440,Poultry and Poultry Product Merchant Wholesalers
42,Wholesale Trade,424450,Confectionery Merchant Wholesalers
42,Wholesale Trade,424460,Fish and Seafood Merchant Wholesalers
42,Wholesale Trade,424470,Meat and Meat Product Merchant Wholesalers
42,Wholesale Trade,424480,Fresh Fruit and Vegetable Merchant Wholesalers
42,Wholesale Trade,424490,Other Grocery and Related Products Merchant Wholesalers
42,Wholesale Trade,424500,Farm Product Raw Material Merchant Wholesalers
42,Wholesale Trade,424510,Grain and Field Bean Merchant Wholesalers
42,Wholesale Trade,424520,Livestock Merchant Wholesalers
42,Wholesale Trade,424590,Other Farm Product Raw Material Merchant Wholesalers
42,Wholesale Trade,424600,Chemical and Allied Products Merchant Wholesalers
42,Wholesale Trade,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers
42,Wholesale Trade,424690,Other Chemical and Allied Products Merchant Wholesalers
42,Wholesale Trade,424700,Petroleum and Petroleum Products Merchant Wholesalers
42,Wholesale Trade,424710,Petroleum Bulk Stations and Terminals
42,Wholesale Trade,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)
42,Wholesale Trade,424800,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers"
42,Wholesale Trade,424810,Beer and Ale Merchant Wholesalers
42,Wholesale Trade,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers
42,Wholesale Trade,424900,Miscellaneous Nondurable Goods Merchant Wholesalers
42,Wholesale Trade,424910,Farm Supplies Merchant Wholesalers
42,Wholesale Trade,424920,"Book, Periodical, and Newspaper Merchant Wholesalers"
42,Wholesale Trade,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
42,Wholesale Trade,424940,Tobacco and Tobacco Product Merchant Wholesalers
42,Wholesale Trade,424950,"Paint, Varnish, and Supplies Merchant Wholesalers"
42,Wholesale Trade,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers
42,Wholesale Trade,425000,Wholesale Electronic Markets and Agents and Brokers
42,Wholesale Trade,425100,Wholesale Electronic Markets and Agents and Brokers
42,Wholesale Trade,425110,Business to Business Electronic Markets
42,Wholesale Trade,425120,Wholesale Trade Agents and Brokers
44,Retail Trade,440000,""
44,Retail Trade,441000,Motor Vehicle and Parts Dealers
44,Retail Trade,441100,Automobile Dealers
44,Retail Trade,441110,New Car Dealers
44,Retail Trade,441120,Used Car Dealers
44,Retail Trade,441200,Other Motor Vehicle Dealers
44,Retail Trade,441210,Recreational Vehicle Dealers
44,Retail Trade,441220,"Motorcycle, Boat, and Other Motor Vehicle Dealers"
44,Retail Trade,441221,Motorcycle Dealers
44,Retail Trade,441222,Boat Dealers
44,Retail Trade,441229,All Other Motor Vehicle Dealers
44,Retail Trade,441300,"Automotive Parts, Accessories, and Tire Stores"
44,Retail Trade,441310,Automotive Parts and Accessories Stores
44,Retail Trade,441320,Tire Dealers
44,Retail Trade,442000,Furniture and Home Furnishings Stores
44,Retail Trade,442100,Furniture Stores
44,Retail Trade,442110,Furniture Stores
44,Retail Trade,442200,Home Furnishings Stores
44,Retail Trade,442210,Floor Covering Stores
44,Retail Trade,442290,Other Home Furnishings Stores
44,Retail Trade,442291,Window Treatment Stores
44,Retail Trade,442299,All Other Home Furnishings Stores
44,Retail Trade,443000,Electronics and Appliance Stores
44,Retail Trade,443100,Electronics and Appliance Stores
44,Retail Trade,443110,"Appliance, Television, and Other Electronics Stores"
44,Retail Trade,443111,Household Appliance Stores
44,Retail Trade,443112,"Radio, Television, and Other Electronics Stores"
44,Retail Trade,443120,Computer and Software Stores
44,Retail Trade,443130,Camera and Photographic Supplies Stores
44,Retail Trade,444000,Building Material and Garden Equipment and Supplies Dealers
44,Retail Trade,444100,Building Material and Supplies Dealers
44,Retail Trade,444110,Home Centers
44,Retail Trade,444120,Paint and Wallpaper Stores
44,Retail Trade,444130,Hardware Stores
44,Retail Trade,444190,Other Building Material Dealers
44,Retail Trade,444200,Lawn and Garden Equipment and Supplies Stores
44,Retail Trade,444210,Outdoor Power Equipment Stores
44,Retail Trade,444220,"Nursery, Garden Center, and Farm Supply Stores"
44,Retail Trade,445000,Food and Beverage Stores
44,Retail Trade,445100,Grocery Stores
44,Retail Trade,445110,Supermarkets and Other Grocery (except Convenience) Stores
44,Retail Trade,445120,Convenience Stores
44,Retail Trade,445200,Specialty Food Stores
44,Retail Trade,445210,Meat Markets
44,Retail Trade,445220,Fish and Seafood Markets
44,Retail Trade,445230,Fruit and Vegetable Markets
44,Retail Trade,445290,Other Specialty Food Stores
44,Retail Trade,445291,Baked Goods Stores
44,Retail Trade,445292,Confectionery and Nut Stores
44,Retail Trade,445299,All Other Specialty Food Stores
44,Retail Trade,445300,"Beer, Wine, and Liquor Stores"
44,Retail Trade,445310,"Beer, Wine, and Liquor Stores"
44,Retail Trade,446000,Health and Personal Care Stores
44,Retail Trade,446100,Health and Personal Care Stores
44,Retail Trade,446110,Pharmacies and Drug Stores
44,Retail Trade,446120,"Cosmetics, Beauty Supplies, and Perfume Stores"
44,Retail Trade,446130,Optical Goods Stores
44,Retail Trade,446190,Other Health and Personal Care Stores
44,Retail Trade,446191,Food (Health) Supplement Stores
44,Retail Trade,446199,All Other Health and Personal Care Stores
44,Retail Trade,447000,Gasoline Stations
44,Retail Trade,447100,Gasoline Stations
44,Retail Trade,447110,Gasoline Stations with Convenience Stores
44,Retail Trade,447190,Other Gasoline Stations
44,Retail Trade,448000,Clothing and Clothing Accessories Stores
44,Retail Trade,448100,Clothing Stores
44,Retail Trade,448110,Men's Clothing Stores
44,Retail Trade,448120,Women's Clothing Stores
44,Retail Trade,448130,Children's and Infants' Clothing Stores
44,Retail Trade,448140,Family Clothing Stores
44,Retail Trade,448150,Clothing Accessories Stores
44,Retail Trade,448190,Other Clothing Stores
44,Retail Trade,448200,Shoe Stores
44,Retail Trade,448210,Shoe Stores
44,Retail Trade,448300,"Jewelry, Luggage, and Leather Goods Stores"
44,Retail Trade,448310,Jewelry Stores
44,Retail Trade,448320,Luggage and Leather Goods Stores
48,Transportation and Warehousing,480000,Transportation and Warehousing
48,Transportation and Warehousing,481000,Air Transportation
48,Transportation and Warehousing,481100,Scheduled Air Transportation
48,Transportation and Warehousing,481110,Scheduled Air Transportation
48,Transportation and Warehousing,481111,Scheduled Passenger Air Transportation
48,Transportation and Warehousing,481112,Scheduled Freight Air Transportation
48,Transportation and Warehousing,481200,Nonscheduled Air Transportation
48,Transportation and Warehousing,481210,Nonscheduled Air Transportation
48,Transportation and Warehousing,481211,Nonscheduled Chartered Passenger Air Transportation
48,Transportation and Warehousing,481212,Nonscheduled Chartered Freight Air Transportation
48,Transportation and Warehousing,481219,Other Nonscheduled Air Transportation
48,Transportation and Warehousing,482000,Rail Transportation
48,Transportation and Warehousing,482100,Rail Transportation
48,Transportation and Warehousing,482110,Rail Transportation
48,Transportation and Warehousing,482111,Line-Haul Railroads
48,Transportation and Warehousing,482112,Short Line Railroads
48,Transportation and Warehousing,483000,Water Transportation
48,Transportation and Warehousing,483100,"Deep Sea, Coastal, and Great Lakes Water Transportation"
48,Transportation and Warehousing,483110,"Deep Sea, Coastal, and Great Lakes Water Transportation"
48,Transportation and Warehousing,483111,Deep Sea Freight Transportation
48,Transportation and Warehousing,483112,Deep Sea Passenger Transportation
48,Transportation and Warehousing,483113,Coastal and Great Lakes Freight Transportation
48,Transportation and Warehousing,483114,Coastal and Great Lakes Passenger Transportation
48,Transportation and Warehousing,483200,Inland Water Transportation
48,Transportation and Warehousing,483210,Inland Water Transportation
48,Transportation and Warehousing,483211,Inland Water Freight Transportation
48,Transportation and Warehousing,483212,Inland Water Passenger Transportation
48,Transportation and Warehousing,484000,Truck Transportation
48,Transportation and Warehousing,484100,General Freight Trucking
48,Transportation and Warehousing,484110,"General Freight Trucking, Local"
48,Transportation and Warehousing,484120,"General Freight Trucking, Long-Distance"
48,Transportation and Warehousing,484121,"General Freight Trucking, Long-Distance, Truckload"
48,Transportation and Warehousing,484122,"General Freight Trucking, Long-Distance, Less Than Truckload"
48,Transportation and Warehousing,484200,Specialized Freight Trucking
48,Transportation and Warehousing,484210,Used Household and Office Goods Moving
48,Transportation and Warehousing,484220,"Specialized Freight (except Used Goods) Trucking, Local"
48,Transportation and Warehousing,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
48,Transportation and Warehousing,485000,Transit and Ground Passenger Transportation
48,Transportation and Warehousing,485100,Urban Transit Systems
48,Transportation and Warehousing,485110,Urban Transit Systems
48,Transportation and Warehousing,485111,Mixed Mode Transit Systems
48,Transportation and Warehousing,485112,Commuter Rail Systems
48,Transportation and Warehousing,485113,Bus and Other Motor Vehicle Transit Systems
48,Transportation and Warehousing,485119,Other Urban Transit Systems
48,Transportation and Warehousing,485200,Interurban and Rural Bus Transportation
48,Transportation and Warehousing,485210,Interurban and Rural Bus Transportation
48,Transportation and Warehousing,485300,Taxi and Limousine Service
48,Transportation and Warehousing,485310,Taxi Service
48,Transportation and Warehousing,485320,Limousine Service
48,Transportation and Warehousing,485400,School and Employee Bus Transportation
48,Transportation and Warehousing,485410,School and Employee Bus Transportation
48,Transportation and Warehousing,485500,Charter Bus Industry
48,Transportation and Warehousing,485510,Charter Bus Industry
48,Transportation and Warehousing,485900,Other Transit and Ground Passenger Transportation
48,Transportation and Warehousing,485990,Other Transit and Ground Passenger Transportation
48,Transportation and Warehousing,485991,Special Needs Transportation
48,Transportation and Warehousing,485999,All Other Transit and Ground Passenger Transportation
48,Transportation and Warehousing,486000,Pipeline Transportation
48,Transportation and Warehousing,486100,Pipeline Transportation of Crude Oil
48,Transportation and Warehousing,486110,Pipeline Transportation of Crude Oil
48,Transportation and Warehousing,486200,Pipeline Transportation of Natural Gas
48,Transportation and Warehousing,486210,Pipeline Transportation of Natural Gas
48,Transportation and Warehousing,486900,Other Pipeline Transportation
48,Transportation and Warehousing,486910,Pipeline Transportation of Refined Petroleum Products
48,Transportation and Warehousing,486990,All Other Pipeline Transportation
48,Transportation and Warehousing,487000,Scenic and Sightseeing Transportation
48,Transportation and Warehousing,487100,"Scenic and Sightseeing Transportation, Land"
48,Transportation and Warehousing,487110,"Scenic and Sightseeing Transportation, Land"
48,Transportation and Warehousing,487200,"Scenic and Sightseeing Transportation, Water"
48,Transportation and Warehousing,487210,"Scenic and Sightseeing Transportation, Water"
48,Transportation and Warehousing,487900,"Scenic and Sightseeing Transportation, Other"
48,Transportation and Warehousing,487990,"Scenic and Sightseeing Transportation, Other"
48,Transportation and Warehousing,488000,Support Activities for Transportation
48,Transportation and Warehousing,488100,Support Activities for Air Transportation
48,Transportation and Warehousing,488110,Airport Operations
48,Transportation and Warehousing,488111,Air Traffic Control
48,Transportation and Warehousing,488119,Other Airport Operations
48,Transportation and Warehousing,488190,Other Support Activities for Air Transportation
48,Transportation and Warehousing,488200,Support Activities for Rail Transportation
48,Transportation and Warehousing,488210,Support Activities for Rail Transportation
48,Transportation and Warehousing,488300,Support Activities for Water Transportation
48,Transportation and Warehousing,488310,Port and Harbor Operations
48,Transportation and Warehousing,488320,Marine Cargo Handling
48,Transportation and Warehousing,488330,Navigational Services to Shipping
48,Transportation and Warehousing,488390,Other Support Activities for Water Transportation
48,Transportation and Warehousing,488400,Support Activities for Road Transportation
48,Transportation and Warehousing,488410,Motor Vehicle Towing
48,Transportation and Warehousing,488490,Other Support Activities for Road Transportation
48,Transportation and Warehousing,488500,Freight Transportation Arrangement
48,Transportation and Warehousing,488510,Freight Transportation Arrangement
48,Transportation and Warehousing,488900,Other Support Activities for Transportation
48,Transportation and Warehousing,488990,Other Support Activities for Transportation
48,Transportation and Warehousing,488991,Packing and Crating
48,Transportation and Warehousing,488999,All Other Support Activities for Transportation
51,Information,510000,Information
51,Information,511000,Publishing Industries (except Internet)
51,Information,511100,"Newspaper, Periodical, Book, and Directory Publishers"
51,Information,511110,Newspaper Publishers
51,Information,511120,Periodical Publishers
51,Information,511130,Book Publishers
51,Information,511140,Directory and Mailing List Publishers
51,Information,511190,Other Publishers
51,Information,511191,Greeting Card Publishers
51,Information,511199,All Other Publishers
51,Information,511200,Software Publishers
51,Information,511210,Software Publishers
51,Information,512000,Motion Picture and Sound Recording Industries
51,Information,512100,Motion Picture and Video Industries
51,Information,512110,Motion Picture and Video Production
51,Information,512120,Motion Picture and Video Distribution
51,Information,512130,Motion Picture and Video Exhibition
51,Information,512131,Motion Picture Theaters (except Drive-Ins)
51,Information,512132,Drive-In Motion Picture Theaters
51,Information,512190,Postproduction Services and Other Motion Picture and Video Industries
51,Information,512191,Teleproduction and Other Postproduction Services
51,Information,512199,Other Motion Picture and Video Industries
51,Information,512200,Sound Recording Industries
51,Information,512210,Record Production
51,Information,512220,Integrated Record Production/Distribution
51,Information,512230,Music Publishers
51,Information,512240,Sound Recording Studios
51,Information,512290,Other Sound Recording Industries
51,Information,515000,Broadcasting (except Internet)
51,Information,515100,Radio and Television Broadcasting
51,Information,515110,Radio Broadcasting
51,Information,515111,Radio Networks
51,Information,515112,Radio Stations
51,Information,515120,Television Broadcasting
51,Information,515200,Cable and Other Subscription Programming
51,Information,515210,Cable and Other Subscription Programming
51,Information,516000,Internet Publishing and Broadcasting
51,Information,516100,Internet Publishing and Broadcasting
51,Information,516110,Internet Publishing and Broadcasting
51,Information,517000,Telecommunications
51,Information,517100,Wired Telecommunications Carriers
51,Information,517110,Wired Telecommunications Carriers
51,Information,517200,Wireless Telecommunications Carriers (except Satellite)
51,Information,517210,Wireless Telecommunications Carriers (except Satellite)
51,Information,517211,Paging
51,Information,517212,Cellular and Other Wireless Telecommunications
51,Information,517300,Telecommunications Resellers
51,Information,517310,Telecommunications Resellers
51,Information,517400,Satellite Telecommunications
51,Information,517410,Satellite Telecommunications
51,Information,517500,Cable and Other Program Distribution
51,Information,517510,Cable and Other Program Distribution
51,Information,517900,Other Telecommunications
51,Information,517910,Other Telecommunications
51,Information,518000,"Internet Service Providers, Web Search Portals, and Data Processing Services"
51,Information,518100,Internet Service Providers and Web Search Portals
51,Information,518110,Internet Service Providers and Web Search Portals
51,Information,518111,Internet Service Providers
51,Information,518112,Web Search Portals
51,Information,518200,"Data Processing, Hosting, and Related Services"
51,Information,518210,"Data Processing, Hosting, and Related Services"
51,Information,519000,Other Information Services
51,Information,519100,Other Information Services
51,Information,519110,News Syndicates
51,Information,519120,Libraries and Archives
51,Information,519190,All Other Information Services
52,Finance and Insurance,520000,Finance and Insurance
52,Finance and Insurance,521000,Monetary Authorities-Central Bank
52,Finance and Insurance,521100,Monetary Authorities-Central Bank
52,Finance and Insurance,521110,Monetary Authorities-Central Bank
52,Finance and Insurance,522000,Credit Intermediation and Related Activities
52,Finance and Insurance,522100,Depository Credit Intermediation
52,Finance and Insurance,522110,Commercial Banking
52,Finance and Insurance,522120,Savings Institutions
52,Finance and Insurance,522130,Credit Unions
52,Finance and Insurance,522190,Other Depository Credit Intermediation
52,Finance and Insurance,522200,Nondepository Credit Intermediation
52,Finance and Insurance,522210,Credit Card Issuing
52,Finance and Insurance,522220,Sales Financing
52,Finance and Insurance,522290,Other Nondepository Credit Intermediation
52,Finance and Insurance,522291,Consumer Lending
52,Finance and Insurance,522292,Real Estate Credit
52,Finance and Insurance,522293,International Trade Financing
52,Finance and Insurance,522294,Secondary Market Financing
52,Finance and Insurance,522298,All Other Nondepository Credit Intermediation
52,Finance and Insurance,522300,Activities Related to Credit Intermediation
52,Finance and Insurance,522310,Mortgage and Nonmortgage Loan Brokers
52,Finance and Insurance,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities"
52,Finance and Insurance,522390,Other Activities Related to Credit Intermediation
52,Finance and Insurance,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
52,Finance and Insurance,523100,Securities and Commodity Contracts Intermediation and Brokerage
52,Finance and Insurance,523110,Investment Banking and Securities Dealing
52,Finance and Insurance,523120,Securities Brokerage
52,Finance and Insurance,523130,Commodity Contracts Dealing
52,Finance and Insurance,523140,Commodity Contracts Brokerage
52,Finance and Insurance,523200,Securities and Commodity Exchanges
52,Finance and Insurance,523210,Securities and Commodity Exchanges
52,Finance and Insurance,523900,Other Financial Investment Activities
52,Finance and Insurance,523910,Miscellaneous Intermediation
52,Finance and Insurance,523920,Portfolio Management
52,Finance and Insurance,523930,Investment Advice
52,Finance and Insurance,523990,All Other Financial Investment Activities
52,Finance and Insurance,523991,"Trust, Fiduciary, and Custody Activities"
52,Finance and Insurance,523999,Miscellaneous Financial Investment Activities
52,Finance and Insurance,524000,Insurance Carriers and Related Activities
52,Finance and Insurance,524100,Insurance Carriers
52,Finance and Insurance,524110,"Direct Life, Health, and Medical Insurance Carriers"
52,Finance and Insurance,524113,Direct Life Insurance Carriers
52,Finance and Insurance,524114,Direct Health and Medical Insurance Carriers
52,Finance and Insurance,524120,"Direct Insurance (except Life, Health, and Medical) Carriers"
52,Finance and Insurance,524126,Direct Property and Casualty Insurance Carriers
52,Finance and Insurance,524127,Direct Title Insurance Carriers
52,Finance and Insurance,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers"
52,Finance and Insurance,524130,Reinsurance Carriers
52,Finance and Insurance,524200,"Agencies, Brokerages, and Other Insurance Related Activities"
52,Finance and Insurance,524210,Insurance Agencies and Brokerages
52,Finance and Insurance,524290,Other Insurance Related Activities
52,Finance and Insurance,524291,Claims Adjusting
52,Finance and Insurance,524292,Third Party Administration of Insurance and Pension Funds
52,Finance and Insurance,524298,All Other Insurance Related Activities
52,Finance and Insurance,525000,"Funds, Trusts, and Other Financial Vehicles"
52,Finance and Insurance,525100,Insurance and Employee Benefit Funds
52,Finance and Insurance,525110,Pension Funds
52,Finance and Insurance,525120,Health and Welfare Funds
52,Finance and Insurance,525190,Other Insurance Funds
52,Finance and Insurance,525900,Other Investment Pools and Funds
52,Finance and Insurance,525910,Open-End Investment Funds
52,Finance and Insurance,525920,"Trusts, Estates, and Agency Accounts"
52,Finance and Insurance,525930,Real Estate Investment Trusts
52,Finance and Insurance,525990,Other Financial Vehicles
53,Real Estate and Rental and Leasing,530000,Real Estate and Rental and Leasing
53,Real Estate and Rental and Leasing,531000,Real Estate
53,Real Estate and Rental and Leasing,531100,Lessors of Real Estate
53,Real Estate and Rental and Leasing,531110,Lessors of Residential Buildings and Dwellings
53,Real Estate and Rental and Leasing,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
53,Real Estate and Rental and Leasing,531130,Lessors of Miniwarehouses and Self-Storage Units
53,Real Estate and Rental and Leasing,531190,Lessors of Other Real Estate Property
53,Real Estate and Rental and Leasing,531200,Offices of Real Estate Agents and Brokers
53,Real Estate and Rental and Leasing,531210,Offices of Real Estate Agents and Brokers
53,Real Estate and Rental and Leasing,531300,Activities Related to Real Estate
53,Real Estate and Rental and Leasing,531310,Real Estate Property Managers
53,Real Estate and Rental and Leasing,531311,Residential Property Managers
53,Real Estate and Rental and Leasing,531312,Nonresidential Property Managers
53,Real Estate and Rental and Leasing,531320,Offices of Real Estate Appraisers
53,Real Estate and Rental and Leasing,531390,Other Activities Related to Real Estate
53,Real Estate and Rental and Leasing,532000,Rental and Leasing Services
53,Real Estate and Rental and Leasing,532100,Automotive Equipment Rental and Leasing
53,Real Estate and Rental and Leasing,532110,Passenger Car Rental and Leasing
53,Real Estate and Rental and Leasing,532111,Passenger Car Rental
53,Real Estate and Rental and Leasing,532112,Passenger Car Leasing
53,Real Estate and Rental and Leasing,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
53,Real Estate and Rental and Leasing,532200,Consumer Goods Rental
53,Real Estate and Rental and Leasing,532210,Consumer Electronics and Appliances Rental
53,Real Estate and Rental and Leasing,532220,Formal Wear and Costume Rental
53,Real Estate and Rental and Leasing,532230,Video Tape and Disc Rental
53,Real Estate and Rental and Leasing,532290,Other Consumer Goods Rental
53,Real Estate and Rental and Leasing,532291,Home Health Equipment Rental
53,Real Estate and Rental and Leasing,532292,Recreational Goods Rental
53,Real Estate and Rental and Leasing,532299,All Other Consumer Goods Rental
53,Real Estate and Rental and Leasing,532300,General Rental Centers
53,Real Estate and Rental and Leasing,532310,General Rental Centers
53,Real Estate and Rental and Leasing,532400,Commercial and Industrial Machinery and Equipment Rental and Leasing
53,Real Estate and Rental and Leasing,532410,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing"
53,Real Estate and Rental and Leasing,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
53,Real Estate and Rental and Leasing,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
53,Real Estate and Rental and Leasing,532420,Office Machinery and Equipment Rental and Leasing
53,Real Estate and Rental and Leasing,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
53,Real Estate and Rental and Leasing,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
53,Real Estate and Rental and Leasing,533100,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
53,Real Estate and Rental and Leasing,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
54,"Professional, Scientific, and Technical Services",540000,"Professional, Scientific, and Technical Services"
54,"Professional, Scientific, and Technical Services",541000,"Professional, Scientific, and Technical Services"
54,"Professional, Scientific, and Technical Services",541100,Legal Services
54,"Professional, Scientific, and Technical Services",541110,Offices of Lawyers
54,"Professional, Scientific, and Technical Services",541120,Offices of Notaries
54,"Professional, Scientific, and Technical Services",541190,Other Legal Services
54,"Professional, Scientific, and Technical Services",541191,Title Abstract and Settlement Offices
54,"Professional, Scientific, and Technical Services",541199,All Other Legal Services
54,"Professional, Scientific, and Technical Services",541200,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
54,"Professional, Scientific, and Technical Services",541210,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
54,"Professional, Scientific, and Technical Services",541211,Offices of Certified Public Accountants
54,"Professional, Scientific, and Technical Services",541213,Tax Preparation Services
54,"Professional, Scientific, and Technical Services",541214,Payroll Services
54,"Professional, Scientific, and Technical Services",541219,Other Accounting Services
54,"Professional, Scientific, and Technical Services",541300,"Architectural, Engineering, and Related Services"
54,"Professional, Scientific, and Technical Services",541310,Architectural Services
54,"Professional, Scientific, and Technical Services",541320,Landscape Architectural Services
54,"Professional, Scientific, and Technical Services",541330,Engineering Services
54,"Professional, Scientific, and Technical Services",541340,Drafting Services
54,"Professional, Scientific, and Technical Services",541350,Building Inspection Services
54,"Professional, Scientific, and Technical Services",541360,Geophysical Surveying and Mapping Services
54,"Professional, Scientific, and Technical Services",541370,Surveying and Mapping (except Geophysical) Services
54,"Professional, Scientific, and Technical Services",541380,Testing Laboratories
54,"Professional, Scientific, and Technical Services",541400,Specialized Design Services
54,"Professional, Scientific, and Technical Services",541410,Interior Design Services
54,"Professional, Scientific, and Technical Services",541420,Industrial Design Services
54,"Professional, Scientific, and Technical Services",541430,Graphic Design Services
54,"Professional, Scientific, and Technical Services",541490,Other Specialized Design Services
54,"Professional, Scientific, and Technical Services",541500,Computer Systems Design and Related Services
54,"Professional, Scientific, and Technical Services",541510,Computer Systems Design and Related Services
54,"Professional, Scientific, and Technical Services",541511,Custom Computer Programming Services
54,"Professional, Scientific, and Technical Services",541512,Computer Systems Design Services
54,"Professional, Scientific, and Technical Services",541513,Computer Facilities Management Services
54,"Professional, Scientific, and Technical Services",541519,Other Computer Related Services
54,"Professional, Scientific, and Technical Services",541600,"Management, Scientific, and Technical Consulting Services"
54,"Professional, Scientific, and Technical Services",541610,Management Consulting Services
54,"Professional, Scientific, and Technical Services",541611,Administrative Management and General Management Consulting Services
54,"Professional, Scientific, and Technical Services",541612,Human Resources and Executive Search Consulting Services
54,"Professional, Scientific, and Technical Services",541613,Marketing Consulting Services
54,"Professional, Scientific, and Technical Services",541614,"Process, Physical Distribution, and Logistics Consulting Services"
54,"Professional, Scientific, and Technical Services",541618,Other Management Consulting Services
54,"Professional, Scientific, and Technical Services",541620,Environmental Consulting Services
54,"Professional, Scientific, and Technical Services",541690,Other Scientific and Technical Consulting Services
54,"Professional, Scientific, and Technical Services",541700,Scientific Research and Development Services
54,"Professional, Scientific, and Technical Services",541710,"Research and Development in the Physical, Engineering, and Life Sciences"
54,"Professional, Scientific, and Technical Services",541720,Research and Development in the Social Sciences and Humanities
54,"Professional, Scientific, and Technical Services",541800,Advertising and Related Services
54,"Professional, Scientific, and Technical Services",541810,Advertising Agencies
54,"Professional, Scientific, and Technical Services",541820,Public Relations Agencies
54,"Professional, Scientific, and Technical Services",541830,Media Buying Agencies
54,"Professional, Scientific, and Technical Services",541840,Media Representatives
54,"Professional, Scientific, and Technical Services",541850,Display Advertising
54,"Professional, Scientific, and Technical Services",541860,Direct Mail Advertising
54,"Professional, Scientific, and Technical Services",541870,Advertising Material Distribution Services
54,"Professional, Scientific, and Technical Services",541890,Other Services Related to Advertising
54,"Professional, Scientific, and Technical Services",541900,"Other Professional, Scientific, and Technical Services"
54,"Professional, Scientific, and Technical Services",541910,Marketing Research and Public Opinion Polling
54,"Professional, Scientific, and Technical Services",541920,Photographic Services
54,"Professional, Scientific, and Technical Services",541921,"Photography Studios, Portrait"
54,"Professional, Scientific, and Technical Services",541922,Commercial Photography
54,"Professional, Scientific, and Technical Services",541930,Translation and Interpretation Services
54,"Professional, Scientific, and Technical Services",541940,Veterinary Services
54,"Professional, Scientific, and Technical Services",541990,"All Other Professional, Scientific, and Technical Services"
55,Management of Companies and Enterprises,550000,Management of Companies and Enterprises
55,Management of Companies and Enterprises,551000,Management of Companies and Enterprises
55,Management of Companies and Enterprises,551100,Management of Companies and Enterprises
55,Management of Companies and Enterprises,551110,Management of Companies and Enterprises
55,Management of Companies and Enterprises,551111,Offices of Bank Holding Companies
55,Management of Companies and Enterprises,551112,Offices of Other Holding Companies
55,Management of Companies and Enterprises,551114,"Corporate, Subsidiary, and Regional Managing Offices"
56,Administrative and Support and Waste Management and Remediation Services,560000,Administrative and Support and Waste Management and Remediation Services
56,Administrative and Support and Waste Management and Remediation Services,561000,Administrative and Support Services
56,Administrative and Support and Waste Management and Remediation Services,561100,Office Administrative Services
56,Administrative and Support and Waste Management and Remediation Services,561110,Office Administrative Services
56,Administrative and Support and Waste Management and Remediation Services,561200,Facilities Support Services
56,Administrative and Support and Waste Management and Remediation Services,561210,Facilities Support Services
56,Administrative and Support and Waste Management and Remediation Services,561300,Employment Services
56,Administrative and Support and Waste Management and Remediation Services,561310,Employment Placement Agencies
56,Administrative and Support and Waste Management and Remediation Services,561320,Temporary Help Services
56,Administrative and Support and Waste Management and Remediation Services,561330,Professional Employer Organizations
56,Administrative and Support and Waste Management and Remediation Services,561400,Business Support Services
56,Administrative and Support and Waste Management and Remediation Services,561410,Document Preparation Services
56,Administrative and Support and Waste Management and Remediation Services,561420,Telephone Call Centers
56,Administrative and Support and Waste Management and Remediation Services,561421,Telephone Answering Services
56,Administrative and Support and Waste Management and Remediation Services,561422,Telemarketing Bureaus
56,Administrative and Support and Waste Management and Remediation Services,561430,Business Service Centers
56,Administrative and Support and Waste Management and Remediation Services,561431,Private Mail Centers
56,Administrative and Support and Waste Management and Remediation Services,561439,Other Business Service Centers (including Copy Shops)
56,Administrative and Support and Waste Management and Remediation Services,561440,Collection Agencies
56,Administrative and Support and Waste Management and Remediation Services,561450,Credit Bureaus
56,Administrative and Support and Waste Management and Remediation Services,561490,Other Business Support Services
56,Administrative and Support and Waste Management and Remediation Services,561491,Repossession Services
56,Administrative and Support and Waste Management and Remediation Services,561492,Court Reporting and Stenotype Services
56,Administrative and Support and Waste Management and Remediation Services,561499,All Other Business Support Services
